Tipo de Mapa;Clave;Presencia;Factor de Carga;Tiempo
Linear Probing;UserID;Almacenados;0.758689;0.316502
Linear Probing;UserID;No almacenados;0.758689;0.693406
Cuadratic Probing;UserID;Almacenados;0.758689;0.292213
Cuadratic Probing;UserID;No almacenados;0.758689;0.629894
Double Hashing;UserID;Almacenados;0.758689;0.211641
Double Hashing;UserID;No almacenados;0.758689;0.409789
STL;UserID;Almacenados;0.758689;0.194078
STL;UserID;No almacenados;0.758689;1.93598
Hashing Encadenado;UserID;Almacenados;0.806107;0.107751
Hashing Encadenado;UserID;No almacenados;0.806107;0.127121
Linear Probing;UserID;Almacenados;0.806107;0.304582
Linear Probing;UserID;No almacenados;0.806107;0.750755
Cuadratic Probing;UserID;Almacenados;0.806107;0.301121
Cuadratic Probing;UserID;No almacenados;0.806107;0.803997
Double Hashing;UserID;Almacenados;0.806107;0.212615
Double Hashing;UserID;No almacenados;0.806107;0.524666
STL;UserID;Almacenados;0.806107;0.200913
STL;UserID;No almacenados;0.806107;1.91978
Hashing Encadenado;UserID;Almacenados;0.853526;0.106963
Hashing Encadenado;UserID;No almacenados;0.853526;0.126216
Linear Probing;UserID;Almacenados;0.853526;0.350387
Linear Probing;UserID;No almacenados;0.853526;0.920267
Cuadratic Probing;UserID;Almacenados;0.853526;0.345006
Cuadratic Probing;UserID;No almacenados;0.853526;0.827793
Double Hashing;UserID;Almacenados;0.853526;0.233698
Double Hashing;UserID;No almacenados;0.853526;0.507446
STL;UserID;Almacenados;0.853526;0.2303
STL;UserID;No almacenados;0.853526;1.91508
Hashing Encadenado;UserID;Almacenados;0.900944;0.11261
Hashing Encadenado;UserID;No almacenados;0.900944;0.125487
Linear Probing;UserID;Almacenados;0.900944;0.399402
Linear Probing;UserID;No almacenados;0.900944;1.20497
Cuadratic Probing;UserID;Almacenados;0.900944;0.376994
Cuadratic Probing;UserID;No almacenados;0.900944;1.04213
Double Hashing;UserID;Almacenados;0.900944;0.247261
Double Hashing;UserID;No almacenados;0.900944;0.636877
STL;UserID;Almacenados;0.900944;0.253022
STL;UserID;No almacenados;0.900944;1.96156
Hashing Encadenado;UserID;Almacenados;0.948362;0.113349
Hashing Encadenado;UserID;No almacenados;0.948362;0.121576
Linear Probing;UserID;Almacenados;0.948362;0.386562
Linear Probing;UserID;No almacenados;0.948362;1.65831
Cuadratic Probing;UserID;Almacenados;0.948362;0.402989
Cuadratic Probing;UserID;No almacenados;0.948362;1.36718
Double Hashing;UserID;Almacenados;0.948362;0.260983
Double Hashing;UserID;No almacenados;0.948362;0.832954
STL;UserID;Almacenados;0.948362;0.204055
STL;UserID;No almacenados;0.948362;1.96087
Hashing Encadenado;UserID;Almacenados;0.999099;0.11541
Hashing Encadenado;UserID;No almacenados;0.999099;0.129357
Linear Probing;UserID;Almacenados;0.999099;0.479514
Linear Probing;UserID;No almacenados;0.999099;2.72778
Cuadratic Probing;UserID;Almacenados;0.999099;0.458724
Cuadratic Probing;UserID;No almacenados;0.999099;2.44819
Double Hashing;UserID;Almacenados;0.999099;0.293707
Double Hashing;UserID;No almacenados;0.999099;1.37474
STL;UserID;Almacenados;0.999099;0.2071
STL;UserID;No almacenados;0.999099;1.93886
Hashing Encadenado;Username;Almacenados;0.0474181;0.214347
Hashing Encadenado;Username;No almacenados;0.0474181;0.324056
Linear Probing;Username;Almacenados;0.0474181;0.335338
Linear Probing;Username;No almacenados;0.0474181;0.518187
Cuadratic Probing;Username;Almacenados;0.0474181;0.339107
Cuadratic Probing;Username;No almacenados;0.0474181;0.50319
Double Hashing;Username;Almacenados;0.0474181;0.468611
Double Hashing;Username;No almacenados;0.0474181;0.627293
STL;Username;Almacenados;0.0474181;0.213212
STL;Username;No almacenados;0.0474181;1.88942
Hashing Encadenado;Username;Almacenados;0.0948362;0.217049
Hashing Encadenado;Username;No almacenados;0.0948362;0.320451
Linear Probing;Username;Almacenados;0.0948362;0.370442
Linear Probing;Username;No almacenados;0.0948362;0.525733
Cuadratic Probing;Username;Almacenados;0.0948362;0.347856
Cuadratic Probing;Username;No almacenados;0.0948362;0.573208
Double Hashing;Username;Almacenados;0.0948362;0.398314
Double Hashing;Username;No almacenados;0.0948362;0.649442
STL;Username;Almacenados;0.0948362;0.196213
STL;Username;No almacenados;0.0948362;1.93834
Hashing Encadenado;Username;Almacenados;0.142254;0.223144
Hashing Encadenado;Username;No almacenados;0.142254;0.320301
Linear Probing;Username;Almacenados;0.142254;0.355178
Linear Probing;Username;No almacenados;0.142254;0.529108
Cuadratic Probing;Username;Almacenados;0.142254;0.420135
Cuadratic Probing;Username;No almacenados;0.142254;0.525415
Double Hashing;Username;Almacenados;0.142254;0.417114
Double Hashing;Username;No almacenados;0.142254;0.673076
STL;Username;Almacenados;0.142254;0.202901
STL;Username;No almacenados;0.142254;1.97753
Hashing Encadenado;Username;Almacenados;0.189672;0.225111
Hashing Encadenado;Username;No almacenados;0.189672;0.319433
Linear Probing;Username;Almacenados;0.189672;0.356666
Linear Probing;Username;No almacenados;0.189672;0.539109
Cuadratic Probing;Username;Almacenados;0.189672;0.36181
Cuadratic Probing;Username;No almacenados;0.189672;0.568599
Double Hashing;Username;Almacenados;0.189672;0.419717
Double Hashing;Username;No almacenados;0.189672;0.742637
STL;Username;Almacenados;0.189672;0.206476
STL;Username;No almacenados;0.189672;1.9822
Hashing Encadenado;Username;Almacenados;0.23709;0.22147
Hashing Encadenado;Username;No almacenados;0.23709;0.324997
Linear Probing;Username;Almacenados;0.23709;0.367702
Linear Probing;Username;No almacenados;0.23709;0.622213
Cuadratic Probing;Username;Almacenados;0.23709;0.401968
Cuadratic Probing;Username;No almacenados;0.23709;0.551249
Double Hashing;Username;Almacenados;0.23709;0.420279
Double Hashing;Username;No almacenados;0.23709;0.687997
STL;Username;Almacenados;0.23709;0.248251
STL;Username;No almacenados;0.23709;1.96868
Hashing Encadenado;Username;Almacenados;0.284509;0.221887
Hashing Encadenado;Username;No almacenados;0.284509;0.353178
Linear Probing;Username;Almacenados;0.284509;0.367833
Linear Probing;Username;No almacenados;0.284509;0.556161
Cuadratic Probing;Username;Almacenados;0.284509;0.364787
Cuadratic Probing;Username;No almacenados;0.284509;0.559577
Double Hashing;Username;Almacenados;0.284509;0.414107
Double Hashing;Username;No almacenados;0.284509;0.695912
STL;Username;Almacenados;0.284509;0.20174
STL;Username;No almacenados;0.284509;1.89176
Hashing Encadenado;Username;Almacenados;0.331927;0.224235
Hashing Encadenado;Username;No almacenados;0.331927;0.323137
Linear Probing;Username;Almacenados;0.331927;0.373841
Linear Probing;Username;No almacenados;0.331927;0.601394
Cuadratic Probing;Username;Almacenados;0.331927;0.430963
Cuadratic Probing;Username;No almacenados;0.331927;0.583383
Double Hashing;Username;Almacenados;0.331927;0.431347
Double Hashing;Username;No almacenados;0.331927;0.726523
STL;Username;Almacenados;0.331927;0.211743
STL;Username;No almacenados;0.331927;1.93754
Hashing Encadenado;Username;Almacenados;0.379345;0.231218
Hashing Encadenado;Username;No almacenados;0.379345;0.333204
Linear Probing;Username;Almacenados;0.379345;0.418424
Linear Probing;Username;No almacenados;0.379345;0.592538
Cuadratic Probing;Username;Almacenados;0.379345;0.44438
Cuadratic Probing;Username;No almacenados;0.379345;0.645432
Double Hashing;Username;Almacenados;0.379345;0.428264
Double Hashing;Username;No almacenados;0.379345;0.820161
STL;Username;Almacenados;0.379345;0.20956
STL;Username;No almacenados;0.379345;1.98683
Hashing Encadenado;Username;Almacenados;0.426763;0.228118
Hashing Encadenado;Username;No almacenados;0.426763;0.333968
Linear Probing;Username;Almacenados;0.426763;0.384074
Linear Probing;Username;No almacenados;0.426763;0.629005
Cuadratic Probing;Username;Almacenados;0.426763;0.390387
Cuadratic Probing;Username;No almacenados;0.426763;0.632469
Double Hashing;Username;Almacenados;0.426763;0.436772
Double Hashing;Username;No almacenados;0.426763;0.75237
STL;Username;Almacenados;0.426763;0.219126
STL;Username;No almacenados;0.426763;1.94394
Hashing Encadenado;Username;Almacenados;0.474181;0.225388
Hashing Encadenado;Username;No almacenados;0.474181;0.363874
Linear Probing;Username;Almacenados;0.474181;0.383227
Linear Probing;Username;No almacenados;0.474181;0.629233
Cuadratic Probing;Username;Almacenados;0.474181;0.390947
Cuadratic Probing;Username;No almacenados;0.474181;0.636089
Double Hashing;Username;Almacenados;0.474181;0.428951
Double Hashing;Username;No almacenados;0.474181;0.742384
STL;Username;Almacenados;0.474181;0.213981
STL;Username;No almacenados;0.474181;1.98946
Hashing Encadenado;Username;Almacenados;0.521599;0.228079
Hashing Encadenado;Username;No almacenados;0.521599;0.332483
Linear Probing;Username;Almacenados;0.521599;0.445612
Linear Probing;Username;No almacenados;0.521599;0.662977
Cuadratic Probing;Username;Almacenados;0.521599;0.413564
Cuadratic Probing;Username;No almacenados;0.521599;0.657057
Double Hashing;Username;Almacenados;0.521599;0.44191
Double Hashing;Username;No almacenados;0.521599;0.758222
STL;Username;Almacenados;0.521599;0.203692
STL;Username;No almacenados;0.521599;1.96608
Hashing Encadenado;Username;Almacenados;0.569017;0.229182
Hashing Encadenado;Username;No almacenados;0.569017;0.32859
Linear Probing;Username;Almacenados;0.569017;0.412791
Linear Probing;Username;No almacenados;0.569017;0.72839
Cuadratic Probing;Username;Almacenados;0.569017;0.420709
Cuadratic Probing;Username;No almacenados;0.569017;0.709565
Double Hashing;Username;Almacenados;0.569017;0.474401
Double Hashing;Username;No almacenados;0.569017;0.771242
STL;Username;Almacenados;0.569017;0.207221
STL;Username;No almacenados;0.569017;2.02523
Hashing Encadenado;Username;Almacenados;0.616435;0.228387
Hashing Encadenado;Username;No almacenados;0.616435;0.389765
Linear Probing;Username;Almacenados;0.616435;0.426317
Linear Probing;Username;No almacenados;0.616435;0.733132
Cuadratic Probing;Username;Almacenados;0.616435;0.464809
Cuadratic Probing;Username;No almacenados;0.616435;0.767523
Double Hashing;Username;Almacenados;0.616435;0.450818
Double Hashing;Username;No almacenados;0.616435;0.78698
STL;Username;Almacenados;0.616435;0.209687
STL;Username;No almacenados;0.616435;1.90163
Hashing Encadenado;Username;Almacenados;0.663853;0.231638
Hashing Encadenado;Username;No almacenados;0.663853;0.330244
Linear Probing;Username;Almacenados;0.663853;0.468056
Linear Probing;Username;No almacenados;0.663853;0.803061
Cuadratic Probing;Username;Almacenados;0.663853;0.456641
Cuadratic Probing;Username;No almacenados;0.663853;0.781251
Double Hashing;Username;Almacenados;0.663853;0.462213
Double Hashing;Username;No almacenados;0.663853;0.808972
STL;Username;Almacenados;0.663853;0.211907
STL;Username;No almacenados;0.663853;1.97316
Hashing Encadenado;Username;Almacenados;0.711271;0.23468
Hashing Encadenado;Username;No almacenados;0.711271;0.333802
Linear Probing;Username;Almacenados;0.711271;0.449289
Linear Probing;Username;No almacenados;0.711271;0.833317
Cuadratic Probing;Username;Almacenados;0.711271;0.458451
Cuadratic Probing;Username;No almacenados;0.711271;0.825674
Double Hashing;Username;Almacenados;0.711271;0.524477
Double Hashing;Username;No almacenados;0.711271;0.867184
STL;Username;Almacenados;0.711271;0.250905
STL;Username;No almacenados;0.711271;1.93131
Hashing Encadenado;Username;Almacenados;0.758689;0.233793
Hashing Encadenado;Username;No almacenados;0.758689;0.330536
Linear Probing;Username;Almacenados;0.758689;0.493169
Linear Probing;Username;No almacenados;0.758689;0.945532
Cuadratic Probing;Username;Almacenados;0.758689;0.477717
Cuadratic Probing;Username;No almacenados;0.758689;0.955637
Double Hashing;Username;Almacenados;0.758689;0.474679
Double Hashing;Username;No almacenados;0.758689;0.909129
STL;Username;Almacenados;0.758689;0.218332
STL;Username;No almacenados;0.758689;1.95524
Hashing Encadenado;Username;Almacenados;0.806107;0.236123
Hashing Encadenado;Username;No almacenados;0.806107;0.36873
Linear Probing;Username;Almacenados;0.806107;0.489461
Linear Probing;Username;No almacenados;0.806107;1.0667
Cuadratic Probing;Username;Almacenados;0.806107;0.499389
Cuadratic Probing;Username;No almacenados;0.806107;1.07934
Double Hashing;Username;Almacenados;0.806107;0.493237
Double Hashing;Username;No almacenados;0.806107;0.920959
STL;Username;Almacenados;0.806107;0.218403
STL;Username;No almacenados;0.806107;1.92425
Hashing Encadenado;Username;Almacenados;0.853526;0.274625
Hashing Encadenado;Username;No almacenados;0.853526;0.337775
Linear Probing;Username;Almacenados;0.853526;0.55784
Linear Probing;Username;No almacenados;0.853526;1.26616
Cuadratic Probing;Username;Almacenados;0.853526;0.620952
Cuadratic Probing;Username;No almacenados;0.853526;1.22435
Double Hashing;Username;Almacenados;0.853526;0.510193
Double Hashing;Username;No almacenados;0.853526;1.06043
STL;Username;Almacenados;0.853526;0.224837
STL;Username;No almacenados;0.853526;2.00407
Hashing Encadenado;Username;Almacenados;0.900944;0.239226
Hashing Encadenado;Username;No almacenados;0.900944;0.340609
Linear Probing;Username;Almacenados;0.900944;0.60439
Linear Probing;Username;No almacenados;0.900944;1.69345
Cuadratic Probing;Username;Almacenados;0.900944;0.60377
Cuadratic Probing;Username;No almacenados;0.900944;1.47543
Double Hashing;Username;Almacenados;0.900944;0.536624
Double Hashing;Username;No almacenados;0.900944;1.18457
STL;Username;Almacenados;0.900944;0.247267
STL;Username;No almacenados;0.900944;2.02324
Hashing Encadenado;Username;Almacenados;0.948362;0.240833
Hashing Encadenado;Username;No almacenados;0.948362;0.337833
Linear Probing;Username;Almacenados;0.948362;0.618368
Linear Probing;Username;No almacenados;0.948362;2.07446
Cuadratic Probing;Username;Almacenados;0.948362;0.617799
Cuadratic Probing;Username;No almacenados;0.948362;1.95721
Double Hashing;Username;Almacenados;0.948362;0.546544
Double Hashing;Username;No almacenados;0.948362;1.37521
STL;Username;Almacenados;0.948362;0.226043
STL;Username;No almacenados;0.948362;1.99226
Hashing Encadenado;Username;Almacenados;0.999099;0.238118
Hashing Encadenado;Username;No almacenados;0.999099;0.340577
Linear Probing;Username;Almacenados;0.999099;0.726255
Linear Probing;Username;No almacenados;0.999099;3.15063
Cuadratic Probing;Username;Almacenados;0.999099;0.685339
Cuadratic Probing;Username;No almacenados;0.999099;3.09361
Double Hashing;Username;Almacenados;0.999099;0.656164
Double Hashing;Username;No almacenados;0.999099;1.97203
STL;Username;Almacenados;0.999099;0.225552
STL;Username;No almacenados;0.999099;1.95386
Hashing Encadenado;UserID;Almacenados;0.0474181;0.084501
Hashing Encadenado;UserID;No almacenados;0.0474181;0.112487
Linear Probing;UserID;Almacenados;0.0474181;0.18402
Linear Probing;UserID;No almacenados;0.0474181;0.266955
Cuadratic Probing;UserID;Almacenados;0.0474181;0.198113
Cuadratic Probing;UserID;No almacenados;0.0474181;0.254479
Double Hashing;UserID;Almacenados;0.0474181;0.208258
Double Hashing;UserID;No almacenados;0.0474181;0.208202
STL;UserID;Almacenados;0.0474181;0.174446
STL;UserID;No almacenados;0.0474181;1.98271
Hashing Encadenado;UserID;Almacenados;0.0948362;0.091917
Hashing Encadenado;UserID;No almacenados;0.0948362;0.108151
Linear Probing;UserID;Almacenados;0.0948362;0.198149
Linear Probing;UserID;No almacenados;0.0948362;0.273738
Cuadratic Probing;UserID;Almacenados;0.0948362;0.192551
Cuadratic Probing;UserID;No almacenados;0.0948362;0.294031
Double Hashing;UserID;Almacenados;0.0948362;0.145924
Double Hashing;UserID;No almacenados;0.0948362;0.219872
STL;UserID;Almacenados;0.0948362;0.183724
STL;UserID;No almacenados;0.0948362;2.00501
Hashing Encadenado;UserID;Almacenados;0.142254;0.091898
Hashing Encadenado;UserID;No almacenados;0.142254;0.10727
Linear Probing;UserID;Almacenados;0.142254;0.199033
Linear Probing;UserID;No almacenados;0.142254;0.28588
Cuadratic Probing;UserID;Almacenados;0.142254;0.196968
Cuadratic Probing;UserID;No almacenados;0.142254;0.275178
Double Hashing;UserID;Almacenados;0.142254;0.14942
Double Hashing;UserID;No almacenados;0.142254;0.236862
STL;UserID;Almacenados;0.142254;0.173331
STL;UserID;No almacenados;0.142254;2.03506
Hashing Encadenado;UserID;Almacenados;0.189672;0.091611
Hashing Encadenado;UserID;No almacenados;0.189672;0.105438
Linear Probing;UserID;Almacenados;0.189672;0.206034
Linear Probing;UserID;No almacenados;0.189672;0.289534
Cuadratic Probing;UserID;Almacenados;0.189672;0.201691
Cuadratic Probing;UserID;No almacenados;0.189672;0.289246
Double Hashing;UserID;Almacenados;0.189672;0.156908
Double Hashing;UserID;No almacenados;0.189672;0.241359
STL;UserID;Almacenados;0.189672;0.18054
STL;UserID;No almacenados;0.189672;1.91512
Hashing Encadenado;UserID;Almacenados;0.23709;0.092485
Hashing Encadenado;UserID;No almacenados;0.23709;0.10864
Linear Probing;UserID;Almacenados;0.23709;0.210201
Linear Probing;UserID;No almacenados;0.23709;0.305403
Cuadratic Probing;UserID;Almacenados;0.23709;0.213201
Cuadratic Probing;UserID;No almacenados;0.23709;0.306896
Double Hashing;UserID;Almacenados;0.23709;0.206451
Double Hashing;UserID;No almacenados;0.23709;0.260135
STL;UserID;Almacenados;0.23709;0.185674
STL;UserID;No almacenados;0.23709;2.04879
Hashing Encadenado;UserID;Almacenados;0.284509;0.094643
Hashing Encadenado;UserID;No almacenados;0.284509;0.110772
Linear Probing;UserID;Almacenados;0.284509;0.217223
Linear Probing;UserID;No almacenados;0.284509;0.312884
Cuadratic Probing;UserID;Almacenados;0.284509;0.214611
Cuadratic Probing;UserID;No almacenados;0.284509;0.314916
Double Hashing;UserID;Almacenados;0.284509;0.163316
Double Hashing;UserID;No almacenados;0.284509;0.26062
STL;UserID;Almacenados;0.284509;0.17476
STL;UserID;No almacenados;0.284509;1.86465
Hashing Encadenado;UserID;Almacenados;0.331927;0.093688
Hashing Encadenado;UserID;No almacenados;0.331927;0.108854
Linear Probing;UserID;Almacenados;0.331927;0.220524
Linear Probing;UserID;No almacenados;0.331927;0.314885
Cuadratic Probing;UserID;Almacenados;0.331927;0.224583
Cuadratic Probing;UserID;No almacenados;0.331927;0.314963
Double Hashing;UserID;Almacenados;0.331927;0.168156
Double Hashing;UserID;No almacenados;0.331927;0.270526
STL;UserID;Almacenados;0.331927;0.179791
STL;UserID;No almacenados;0.331927;1.9754
Hashing Encadenado;UserID;Almacenados;0.379345;0.09752
Hashing Encadenado;UserID;No almacenados;0.379345;0.11583
Linear Probing;UserID;Almacenados;0.379345;0.234196
Linear Probing;UserID;No almacenados;0.379345;0.343792
Cuadratic Probing;UserID;Almacenados;0.379345;0.22752
Cuadratic Probing;UserID;No almacenados;0.379345;0.347956
Double Hashing;UserID;Almacenados;0.379345;0.174702
Double Hashing;UserID;No almacenados;0.379345;0.290521
STL;UserID;Almacenados;0.379345;0.186151
STL;UserID;No almacenados;0.379345;1.93464
Hashing Encadenado;UserID;Almacenados;0.426763;0.097327
Hashing Encadenado;UserID;No almacenados;0.426763;0.115725
Linear Probing;UserID;Almacenados;0.426763;0.245011
Linear Probing;UserID;No almacenados;0.426763;0.35747
Cuadratic Probing;UserID;Almacenados;0.426763;0.229484
Cuadratic Probing;UserID;No almacenados;0.426763;0.376129
Double Hashing;UserID;Almacenados;0.426763;0.171896
Double Hashing;UserID;No almacenados;0.426763;0.293072
STL;UserID;Almacenados;0.426763;0.192558
STL;UserID;No almacenados;0.426763;2.02933
Hashing Encadenado;UserID;Almacenados;0.474181;0.097487
Hashing Encadenado;UserID;No almacenados;0.474181;0.117032
Linear Probing;UserID;Almacenados;0.474181;0.231288
Linear Probing;UserID;No almacenados;0.474181;0.36868
Cuadratic Probing;UserID;Almacenados;0.474181;0.235897
Cuadratic Probing;UserID;No almacenados;0.474181;0.380857
Double Hashing;UserID;Almacenados;0.474181;0.174047
Double Hashing;UserID;No almacenados;0.474181;0.304828
STL;UserID;Almacenados;0.474181;0.196236
STL;UserID;No almacenados;0.474181;1.93676
Hashing Encadenado;UserID;Almacenados;0.521599;0.099284
Hashing Encadenado;UserID;No almacenados;0.521599;0.116703
Linear Probing;UserID;Almacenados;0.521599;0.238151
Linear Probing;UserID;No almacenados;0.521599;0.388831
Cuadratic Probing;UserID;Almacenados;0.521599;0.248881
Cuadratic Probing;UserID;No almacenados;0.521599;0.483525
Double Hashing;UserID;Almacenados;0.521599;0.184514
Double Hashing;UserID;No almacenados;0.521599;0.302173
STL;UserID;Almacenados;0.521599;0.18243
STL;UserID;No almacenados;0.521599;1.89447
Hashing Encadenado;UserID;Almacenados;0.569017;0.099435
Hashing Encadenado;UserID;No almacenados;0.569017;0.118643
Linear Probing;UserID;Almacenados;0.569017;0.251091
Linear Probing;UserID;No almacenados;0.569017;0.509257
Cuadratic Probing;UserID;Almacenados;0.569017;0.254383
Cuadratic Probing;UserID;No almacenados;0.569017;0.428848
Double Hashing;UserID;Almacenados;0.569017;0.223338
Double Hashing;UserID;No almacenados;0.569017;0.312171
STL;UserID;Almacenados;0.569017;0.216382
STL;UserID;No almacenados;0.569017;1.93013
Hashing Encadenado;UserID;Almacenados;0.616435;0.101254
Hashing Encadenado;UserID;No almacenados;0.616435;0.120677
Linear Probing;UserID;Almacenados;0.616435;0.254884
Linear Probing;UserID;No almacenados;0.616435;0.464235
Cuadratic Probing;UserID;Almacenados;0.616435;0.322096
Cuadratic Probing;UserID;No almacenados;0.616435;0.454958
Double Hashing;UserID;Almacenados;0.616435;0.187455
Double Hashing;UserID;No almacenados;0.616435;0.358069
STL;UserID;Almacenados;0.616435;0.181107
STL;UserID;No almacenados;0.616435;1.95565
Hashing Encadenado;UserID;Almacenados;0.663853;0.103875
Hashing Encadenado;UserID;No almacenados;0.663853;0.116185
Linear Probing;UserID;Almacenados;0.663853;0.27999
Linear Probing;UserID;No almacenados;0.663853;0.485378
Cuadratic Probing;UserID;Almacenados;0.663853;0.278111
Cuadratic Probing;UserID;No almacenados;0.663853;0.477174
Double Hashing;UserID;Almacenados;0.663853;0.195711
Double Hashing;UserID;No almacenados;0.663853;0.332852
STL;UserID;Almacenados;0.663853;0.205264
STL;UserID;No almacenados;0.663853;2.04416
Hashing Encadenado;UserID;Almacenados;0.711271;0.104124
Hashing Encadenado;UserID;No almacenados;0.711271;0.12621
Linear Probing;UserID;Almacenados;0.711271;0.286123
Linear Probing;UserID;No almacenados;0.711271;0.536147
Cuadratic Probing;UserID;Almacenados;0.711271;0.27878
Cuadratic Probing;UserID;No almacenados;0.711271;0.539741
Double Hashing;UserID;Almacenados;0.711271;0.193434
Double Hashing;UserID;No almacenados;0.711271;0.362058
STL;UserID;Almacenados;0.711271;0.189611
STL;UserID;No almacenados;0.711271;1.90941
Hashing Encadenado;UserID;Almacenados;0.758689;0.106694
Hashing Encadenado;UserID;No almacenados;0.758689;0.123005
Linear Probing;UserID;Almacenados;0.758689;0.312248
Linear Probing;UserID;No almacenados;0.758689;0.63627
Cuadratic Probing;UserID;Almacenados;0.758689;0.335099
Cuadratic Probing;UserID;No almacenados;0.758689;0.645026
Double Hashing;UserID;Almacenados;0.758689;0.213523
Double Hashing;UserID;No almacenados;0.758689;0.392662
STL;UserID;Almacenados;0.758689;0.194057
STL;UserID;No almacenados;0.758689;2.02201
Hashing Encadenado;UserID;Almacenados;0.806107;0.1124
Hashing Encadenado;UserID;No almacenados;0.806107;0.118889
Linear Probing;UserID;Almacenados;0.806107;0.31906
Linear Probing;UserID;No almacenados;0.806107;0.729838
Cuadratic Probing;UserID;Almacenados;0.806107;0.32934
Cuadratic Probing;UserID;No almacenados;0.806107;0.717349
Double Hashing;UserID;Almacenados;0.806107;0.216854
Double Hashing;UserID;No almacenados;0.806107;0.451308
STL;UserID;Almacenados;0.806107;0.199852
STL;UserID;No almacenados;0.806107;1.91778
Hashing Encadenado;UserID;Almacenados;0.853526;0.110301
Hashing Encadenado;UserID;No almacenados;0.853526;0.121879
Linear Probing;UserID;Almacenados;0.853526;0.339685
Linear Probing;UserID;No almacenados;0.853526;0.923192
Cuadratic Probing;UserID;Almacenados;0.853526;0.349921
Cuadratic Probing;UserID;No almacenados;0.853526;0.797117
Double Hashing;UserID;Almacenados;0.853526;0.263079
Double Hashing;UserID;No almacenados;0.853526;0.497026
STL;UserID;Almacenados;0.853526;0.199254
STL;UserID;No almacenados;0.853526;1.88703
Hashing Encadenado;UserID;Almacenados;0.900944;0.110247
Hashing Encadenado;UserID;No almacenados;0.900944;0.121233
Linear Probing;UserID;Almacenados;0.900944;0.362497
Linear Probing;UserID;No almacenados;0.900944;1.19003
Cuadratic Probing;UserID;Almacenados;0.900944;0.368185
Cuadratic Probing;UserID;No almacenados;0.900944;0.990352
Double Hashing;UserID;Almacenados;0.900944;0.253661
Double Hashing;UserID;No almacenados;0.900944;0.658326
STL;UserID;Almacenados;0.900944;0.200363
STL;UserID;No almacenados;0.900944;1.99096
Hashing Encadenado;UserID;Almacenados;0.948362;0.108752
Hashing Encadenado;UserID;No almacenados;0.948362;0.12757
Linear Probing;UserID;Almacenados;0.948362;0.408323
Linear Probing;UserID;No almacenados;0.948362;1.61868
Cuadratic Probing;UserID;Almacenados;0.948362;0.408117
Cuadratic Probing;UserID;No almacenados;0.948362;1.5077
Double Hashing;UserID;Almacenados;0.948362;0.263565
Double Hashing;UserID;No almacenados;0.948362;0.826208
STL;UserID;Almacenados;0.948362;0.212964
STL;UserID;No almacenados;0.948362;2.00487
Hashing Encadenado;UserID;Almacenados;0.999099;0.110666
Hashing Encadenado;UserID;No almacenados;0.999099;0.12441
Linear Probing;UserID;Almacenados;0.999099;0.475787
Linear Probing;UserID;No almacenados;0.999099;2.68151
Cuadratic Probing;UserID;Almacenados;0.999099;0.484733
Cuadratic Probing;UserID;No almacenados;0.999099;2.39918
Double Hashing;UserID;Almacenados;0.999099;0.292821
Double Hashing;UserID;No almacenados;0.999099;1.35349
STL;UserID;Almacenados;0.999099;0.204952
STL;UserID;No almacenados;0.999099;1.91489
Hashing Encadenado;Username;Almacenados;0.0474181;0.21451
Hashing Encadenado;Username;No almacenados;0.0474181;0.323135
Linear Probing;Username;Almacenados;0.0474181;0.374536
Linear Probing;Username;No almacenados;0.0474181;0.581074
Cuadratic Probing;Username;Almacenados;0.0474181;0.338329
Cuadratic Probing;Username;No almacenados;0.0474181;0.508925
Double Hashing;Username;Almacenados;0.0474181;0.394142
Double Hashing;Username;No almacenados;0.0474181;0.747292
STL;Username;Almacenados;0.0474181;0.193429
STL;Username;No almacenados;0.0474181;1.97858
Hashing Encadenado;Username;Almacenados;0.0948362;0.218802
Hashing Encadenado;Username;No almacenados;0.0948362;0.317618
Linear Probing;Username;Almacenados;0.0948362;0.350548
Linear Probing;Username;No almacenados;0.0948362;0.52426
Cuadratic Probing;Username;Almacenados;0.0948362;0.347896
Cuadratic Probing;Username;No almacenados;0.0948362;0.527208
Double Hashing;Username;Almacenados;0.0948362;0.403383
Double Hashing;Username;No almacenados;0.0948362;0.639958
STL;Username;Almacenados;0.0948362;0.198304
STL;Username;No almacenados;0.0948362;1.96344
Hashing Encadenado;Username;Almacenados;0.142254;0.217176
Hashing Encadenado;Username;No almacenados;0.142254;0.316558
Linear Probing;Username;Almacenados;0.142254;0.44941
Linear Probing;Username;No almacenados;0.142254;0.530788
Cuadratic Probing;Username;Almacenados;0.142254;0.356627
Cuadratic Probing;Username;No almacenados;0.142254;0.523825
Double Hashing;Username;Almacenados;0.142254;0.406103
Double Hashing;Username;No almacenados;0.142254;0.670384
STL;Username;Almacenados;0.142254;0.197453
STL;Username;No almacenados;0.142254;1.95343
Hashing Encadenado;Username;Almacenados;0.189672;0.224274
Hashing Encadenado;Username;No almacenados;0.189672;0.317066
Linear Probing;Username;Almacenados;0.189672;0.355498
Linear Probing;Username;No almacenados;0.189672;0.536694
Cuadratic Probing;Username;Almacenados;0.189672;0.36121
Cuadratic Probing;Username;No almacenados;0.189672;0.531647
Double Hashing;Username;Almacenados;0.189672;0.415598
Double Hashing;Username;No almacenados;0.189672;0.678206
