Tipo de Mapa;Clave;Número de Elementos;Tiempo
Separate Chaining;Username;13000;4.16167
Linear Probing;Username;13000;7.43273
Quadratic Probing;Username;13000;7.05783
Double Hashing;Username;13000;8.6896
STL;Username;13000;4.80267
Separate Chaining;Username;14000;4.49445
Linear Probing;Username;14000;7.45962
Quadratic Probing;Username;14000;7.55137
Double Hashing;Username;14000;9.2446
STL;Username;14000;4.92319
Separate Chaining;Username;15000;4.84108
Linear Probing;Username;15000;8.24493
Quadratic Probing;Username;15000;8.29222
Double Hashing;Username;15000;10.2701
STL;Username;15000;5.29718
Separate Chaining;Username;16000;5.1756
Linear Probing;Username;16000;8.65474
Quadratic Probing;Username;16000;8.73107
Double Hashing;Username;16000;10.4708
STL;Username;16000;5.62325
Separate Chaining;Username;17000;5.3681
Linear Probing;Username;17000;9.46634
Quadratic Probing;Username;17000;9.42168
Double Hashing;Username;17000;11.348
STL;Username;17000;5.9358
Separate Chaining;Username;18000;5.78627
Linear Probing;Username;18000;10.5057
Quadratic Probing;Username;18000;10.4211
Double Hashing;Username;18000;12.547
STL;Username;18000;6.29215
Separate Chaining;Username;19000;6.09035
Linear Probing;Username;19000;11.376
Quadratic Probing;Username;19000;11.1653
Double Hashing;Username;19000;13.2466
STL;Username;19000;6.69153
Separate Chaining;Username;20000;6.45085
Linear Probing;Username;20000;12.4055
Quadratic Probing;Username;20000;12.2717
Double Hashing;Username;20000;14.3927
STL;Username;20000;7.18908
Separate Chaining;Username;21070;6.81069
Linear Probing;Username;21070;13.8353
Quadratic Probing;Username;21070;13.8767
Double Hashing;Username;21070;15.7404
STL;Username;21070;7.28669
Separate Chaining;UserID;1000;0.200202
Linear Probing;UserID;1000;0.298323
Quadratic Probing;UserID;1000;0.274161
Double Hashing;UserID;1000;0.252364
STL;UserID;1000;0.350091
Separate Chaining;UserID;2000;0.394
Linear Probing;UserID;2000;0.607204
Quadratic Probing;UserID;2000;0.561347
Double Hashing;UserID;2000;0.521087
STL;UserID;2000;0.746271
Separate Chaining;UserID;3000;0.689478
Linear Probing;UserID;3000;0.924638
Quadratic Probing;UserID;3000;0.88506
Double Hashing;UserID;3000;0.793799
STL;UserID;3000;1.14977
Separate Chaining;UserID;4000;0.712477
Linear Probing;UserID;4000;1.2504
Quadratic Probing;UserID;4000;1.7368
Double Hashing;UserID;4000;1.57827
STL;UserID;4000;1.4236
Separate Chaining;UserID;5000;0.903271
Linear Probing;UserID;5000;1.73738
Quadratic Probing;UserID;5000;1.60705
Double Hashing;UserID;5000;1.54949
STL;UserID;5000;1.81145
Separate Chaining;UserID;6000;1.08389
Linear Probing;UserID;6000;1.97084
Quadratic Probing;UserID;6000;2.0266
Double Hashing;UserID;6000;1.83935
STL;UserID;6000;2.32888
Separate Chaining;UserID;7000;1.2438
Linear Probing;UserID;7000;2.36024
Quadratic Probing;UserID;7000;2.28209
Double Hashing;UserID;7000;2.30223
STL;UserID;7000;2.6424
Separate Chaining;UserID;8000;1.41596
Linear Probing;UserID;8000;2.67787
Quadratic Probing;UserID;8000;2.63686
Double Hashing;UserID;8000;2.67885
STL;UserID;8000;2.95654
Separate Chaining;UserID;9000;1.67136
Linear Probing;UserID;9000;2.95383
Quadratic Probing;UserID;9000;3.06005
Double Hashing;UserID;9000;3.06338
STL;UserID;9000;3.29829
Separate Chaining;UserID;10000;1.84502
Linear Probing;UserID;10000;3.42278
Quadratic Probing;UserID;10000;3.41085
Double Hashing;UserID;10000;3.48177
STL;UserID;10000;3.6396
Separate Chaining;UserID;11000;1.98359
Linear Probing;UserID;11000;3.74954
Quadratic Probing;UserID;11000;3.71801
Double Hashing;UserID;11000;3.86115
STL;UserID;11000;4.43729
Separate Chaining;UserID;12000;2.12014
Linear Probing;UserID;12000;4.13171
Quadratic Probing;UserID;12000;4.1228
Double Hashing;UserID;12000;4.16449
STL;UserID;12000;4.60485
Separate Chaining;UserID;13000;2.32908
Linear Probing;UserID;13000;4.55008
Quadratic Probing;UserID;13000;4.62065
Double Hashing;UserID;13000;4.77053
STL;UserID;13000;4.95343
Separate Chaining;UserID;14000;2.53254
Linear Probing;UserID;14000;5.18789
Quadratic Probing;UserID;14000;5.23298
Double Hashing;UserID;14000;5.39788
STL;UserID;14000;5.69022
Separate Chaining;UserID;15000;2.83135
Linear Probing;UserID;15000;5.30878
Quadratic Probing;UserID;15000;5.37765
Double Hashing;UserID;15000;5.56537
STL;UserID;15000;5.69491
Separate Chaining;UserID;16000;2.88038
Linear Probing;UserID;16000;5.9303
Quadratic Probing;UserID;16000;5.85338
Double Hashing;UserID;16000;5.85984
STL;UserID;16000;5.99591
Separate Chaining;UserID;17000;3.03938
Linear Probing;UserID;17000;6.54567
Quadratic Probing;UserID;17000;6.49202
Double Hashing;UserID;17000;6.44544
STL;UserID;17000;6.35905
Separate Chaining;UserID;18000;3.26779
Linear Probing;UserID;18000;6.91961
Quadratic Probing;UserID;18000;6.82986
Double Hashing;UserID;18000;7.05022
STL;UserID;18000;6.57681
Separate Chaining;UserID;19000;3.47922
Linear Probing;UserID;19000;7.66333
Quadratic Probing;UserID;19000;7.73311
Double Hashing;UserID;19000;7.73994
STL;UserID;19000;6.99782
Separate Chaining;UserID;20000;3.73564
Linear Probing;UserID;20000;8.46712
Quadratic Probing;UserID;20000;8.33902
Double Hashing;UserID;20000;8.27401
STL;UserID;20000;7.29249
Separate Chaining;UserID;21070;3.9395
Linear Probing;UserID;21070;9.89101
Quadratic Probing;UserID;21070;9.5464
Double Hashing;UserID;21070;9.70394
STL;UserID;21070;7.68647
Separate Chaining;Username;1000;0.341587
Linear Probing;Username;1000;0.489599
Quadratic Probing;Username;1000;0.458362
Double Hashing;Username;1000;0.530465
STL;Username;1000;0.334556
Separate Chaining;Username;2000;0.657564
Linear Probing;Username;2000;1.01689
Quadratic Probing;Username;2000;0.904677
Double Hashing;Username;2000;1.07433
STL;Username;2000;0.670388
Separate Chaining;Username;3000;0.982252
Linear Probing;Username;3000;1.47659
Quadratic Probing;Username;3000;1.49503
Double Hashing;Username;3000;1.65577
STL;Username;3000;1.03142
Separate Chaining;Username;4000;1.27732
Linear Probing;Username;4000;1.98723
Quadratic Probing;Username;4000;1.88072
Double Hashing;Username;4000;2.32084
STL;Username;4000;1.34814
Separate Chaining;Username;5000;1.60795
Linear Probing;Username;5000;2.51855
Quadratic Probing;Username;5000;2.44415
Double Hashing;Username;5000;2.83426
STL;Username;5000;1.73948
Separate Chaining;Username;6000;1.87237
Linear Probing;Username;6000;2.96684
Quadratic Probing;Username;6000;2.98436
Double Hashing;Username;6000;3.60949
STL;Username;6000;2.12648
Separate Chaining;Username;7000;2.26932
Linear Probing;Username;7000;3.47948
Quadratic Probing;Username;7000;3.43076
Double Hashing;Username;7000;4.2297
STL;Username;7000;2.35131
Separate Chaining;Username;8000;2.46378
Linear Probing;Username;8000;3.95623
Quadratic Probing;Username;8000;3.98605
Double Hashing;Username;8000;4.81842
STL;Username;8000;2.74044
Separate Chaining;Username;9000;2.82082
Linear Probing;Username;9000;4.75499
Quadratic Probing;Username;9000;4.69405
Double Hashing;Username;9000;5.75786
STL;Username;9000;3.09971
Separate Chaining;Username;10000;3.13418
Linear Probing;Username;10000;5.03495
Quadratic Probing;Username;10000;5.19042
Double Hashing;Username;10000;6.258
STL;Username;10000;3.44488
Separate Chaining;Username;11000;3.41624
Linear Probing;Username;11000;5.70488
Quadratic Probing;Username;11000;5.65845
Double Hashing;Username;11000;6.94111
STL;Username;11000;3.93745
Separate Chaining;Username;12000;3.84595
Linear Probing;Username;12000;6.41357
Quadratic Probing;Username;12000;6.37742
Double Hashing;Username;12000;7.79233
STL;Username;12000;4.32027
Separate Chaining;Username;13000;4.25656
Linear Probing;Username;13000;7.00655
Quadratic Probing;Username;13000;7.02483
Double Hashing;Username;13000;8.36754
STL;Username;13000;4.62835
Separate Chaining;Username;14000;4.47296
Linear Probing;Username;14000;7.58543
Quadratic Probing;Username;14000;7.61657
Double Hashing;Username;14000;9.18775
STL;Username;14000;4.93865
Separate Chaining;Username;15000;4.77495
Linear Probing;Username;15000;8.20257
Quadratic Probing;Username;15000;8.26165
Double Hashing;Username;15000;10.1632
STL;Username;15000;5.37229
Separate Chaining;Username;16000;5.24007
Linear Probing;Username;16000;8.74557
Quadratic Probing;Username;16000;8.86202
Double Hashing;Username;16000;11.2635
STL;Username;16000;5.77385
Separate Chaining;Username;17000;5.52781
Linear Probing;Username;17000;9.71038
Quadratic Probing;Username;17000;9.79154
Double Hashing;Username;17000;11.7814
STL;Username;17000;6.05881
Separate Chaining;Username;18000;5.91502
Linear Probing;Username;18000;10.5088
Quadratic Probing;Username;18000;10.4463
Double Hashing;Username;18000;12.4542
STL;Username;18000;6.3989
Separate Chaining;Username;19000;6.28914
Linear Probing;Username;19000;11.413
Quadratic Probing;Username;19000;11.5488
Double Hashing;Username;19000;13.514
STL;Username;19000;6.76893
Separate Chaining;Username;20000;6.66522
Linear Probing;Username;20000;12.5604
Quadratic Probing;Username;20000;12.2666
Double Hashing;Username;20000;14.3231
STL;Username;20000;7.00428
Separate Chaining;Username;21070;6.91809
Linear Probing;Username;21070;13.9248
Quadratic Probing;Username;21070;13.6451
Double Hashing;Username;21070;15.8646
STL;Username;21070;7.32491
Separate Chaining;UserID;1000;0.198315
Linear Probing;UserID;1000;0.301453
Quadratic Probing;UserID;1000;0.275148
Double Hashing;UserID;1000;0.255005
STL;UserID;1000;0.349878
Separate Chaining;UserID;2000;0.379589
Linear Probing;UserID;2000;0.602919
Quadratic Probing;UserID;2000;0.559169
Double Hashing;UserID;2000;0.586217
STL;UserID;2000;0.70045
Separate Chaining;UserID;3000;0.542801
Linear Probing;UserID;3000;0.92026
Quadratic Probing;UserID;3000;0.848028
Double Hashing;UserID;3000;0.833805
STL;UserID;3000;1.16248
Separate Chaining;UserID;4000;0.71501
Linear Probing;UserID;4000;1.39319
Quadratic Probing;UserID;4000;1.18245
Double Hashing;UserID;4000;1.14586
STL;UserID;4000;1.56041
Separate Chaining;UserID;5000;0.875978
Linear Probing;UserID;5000;1.64282
Quadratic Probing;UserID;5000;1.51245
Double Hashing;UserID;5000;1.46178
STL;UserID;5000;1.79494
Separate Chaining;UserID;6000;1.31353
Linear Probing;UserID;6000;1.9089
Quadratic Probing;UserID;6000;1.95005
Double Hashing;UserID;6000;1.87521
STL;UserID;6000;2.29581
Separate Chaining;UserID;7000;1.2223
Linear Probing;UserID;7000;2.28227
Quadratic Probing;UserID;7000;2.33753
Double Hashing;UserID;7000;2.27734
STL;UserID;7000;2.52251
Separate Chaining;UserID;8000;1.47762
Linear Probing;UserID;8000;2.65501
Quadratic Probing;UserID;8000;2.65453
Double Hashing;UserID;8000;2.6286
STL;UserID;8000;2.83836
Separate Chaining;UserID;9000;1.55599
Linear Probing;UserID;9000;3.03372
Quadratic Probing;UserID;9000;3.03648
Double Hashing;UserID;9000;2.98864
STL;UserID;9000;3.25871
Separate Chaining;UserID;10000;1.71093
Linear Probing;UserID;10000;3.36912
Quadratic Probing;UserID;10000;3.38479
Double Hashing;UserID;10000;3.45561
STL;UserID;10000;3.57397
Separate Chaining;UserID;11000;2.00381
Linear Probing;UserID;11000;3.77805
Quadratic Probing;UserID;11000;3.84444
Double Hashing;UserID;11000;3.87852
STL;UserID;11000;4.71658
Separate Chaining;UserID;12000;2.18638
Linear Probing;UserID;12000;4.2543
Quadratic Probing;UserID;12000;4.27365
Double Hashing;UserID;12000;4.22424
STL;UserID;12000;4.70593
Separate Chaining;UserID;13000;2.38031
Linear Probing;UserID;13000;4.5676
Quadratic Probing;UserID;13000;4.5936
Double Hashing;UserID;13000;4.6926
STL;UserID;13000;5.09913
Separate Chaining;UserID;14000;2.55134
Linear Probing;UserID;14000;4.94106
Quadratic Probing;UserID;14000;5.02569
Double Hashing;UserID;14000;5.1331
STL;UserID;14000;5.35908
Separate Chaining;UserID;15000;2.66656
Linear Probing;UserID;15000;5.40573
Quadratic Probing;UserID;15000;5.36929
Double Hashing;UserID;15000;5.46352
STL;UserID;15000;5.73069
Separate Chaining;UserID;16000;2.87072
Linear Probing;UserID;16000;6.0377
Quadratic Probing;UserID;16000;6.06502
Double Hashing;UserID;16000;6.16052
STL;UserID;16000;6.1354
Separate Chaining;UserID;17000;3.0458
Linear Probing;UserID;17000;6.426
Quadratic Probing;UserID;17000;6.39826
Double Hashing;UserID;17000;6.398
STL;UserID;17000;6.42155
Separate Chaining;UserID;18000;3.34312
Linear Probing;UserID;18000;7.0985
Quadratic Probing;UserID;18000;7.06141
Double Hashing;UserID;18000;6.94525
STL;UserID;18000;6.70235
Separate Chaining;UserID;19000;3.48919
Linear Probing;UserID;19000;7.80772
Quadratic Probing;UserID;19000;7.77876
Double Hashing;UserID;19000;7.84716
STL;UserID;19000;6.87136
Separate Chaining;UserID;20000;3.6625
Linear Probing;UserID;20000;8.56896
Quadratic Probing;UserID;20000;8.55085
Double Hashing;UserID;20000;8.49415
STL;UserID;20000;7.38488
Separate Chaining;UserID;21070;3.86123
Linear Probing;UserID;21070;9.82393
Quadratic Probing;UserID;21070;9.54044
Double Hashing;UserID;21070;9.6302
STL;UserID;21070;7.73836
Separate Chaining;Username;1000;0.335576
Linear Probing;Username;1000;0.468341
Quadratic Probing;Username;1000;0.44834
Double Hashing;Username;1000;0.527544
STL;Username;1000;0.333054
Separate Chaining;Username;2000;0.707131
Linear Probing;Username;2000;0.963252
Quadratic Probing;Username;2000;0.90187
Double Hashing;Username;2000;1.05976
STL;Username;2000;0.717795
Separate Chaining;Username;3000;0.990912
Linear Probing;Username;3000;1.42353
Quadratic Probing;Username;3000;1.4521
Double Hashing;Username;3000;1.64035
STL;Username;3000;1.03041
Separate Chaining;Username;4000;1.28413
Linear Probing;Username;4000;2.05101
Quadratic Probing;Username;4000;1.91405
Double Hashing;Username;4000;2.33373
STL;Username;4000;1.50577
Separate Chaining;Username;5000;1.6454
Linear Probing;Username;5000;2.49784
Quadratic Probing;Username;5000;2.48532
Double Hashing;Username;5000;3.04382
STL;Username;5000;1.67729
Separate Chaining;Username;6000;1.95685
Linear Probing;Username;6000;3.15091
Quadratic Probing;Username;6000;3.14592
Double Hashing;Username;6000;3.7042
STL;Username;6000;2.092
Separate Chaining;Username;7000;2.3167
Linear Probing;Username;7000;3.58119
Quadratic Probing;Username;7000;3.58055
Double Hashing;Username;7000;4.36321
STL;Username;7000;2.51859
Separate Chaining;Username;8000;2.61227
Linear Probing;Username;8000;4.07543
Quadratic Probing;Username;8000;4.06794
Double Hashing;Username;8000;5.01718
STL;Username;8000;2.77671
Separate Chaining;Username;9000;2.91109
Linear Probing;Username;9000;4.55464
Quadratic Probing;Username;9000;4.58865
Double Hashing;Username;9000;5.59426
STL;Username;9000;3.11862
Separate Chaining;Username;10000;3.23046
Linear Probing;Username;10000;5.28491
Quadratic Probing;Username;10000;5.28205
Double Hashing;Username;10000;6.43561
STL;Username;10000;3.48841
Separate Chaining;Username;11000;3.54439
Linear Probing;Username;11000;5.63535
Quadratic Probing;Username;11000;5.73976
Double Hashing;Username;11000;6.962
STL;Username;11000;3.96996
Separate Chaining;Username;12000;3.83343
Linear Probing;Username;12000;6.32233
Quadratic Probing;Username;12000;6.41046
Double Hashing;Username;12000;7.77191
STL;Username;12000;4.34359
Separate Chaining;Username;13000;4.10941
Linear Probing;Username;13000;7.08958
Quadratic Probing;Username;13000;7.04159
Double Hashing;Username;13000;8.27757
STL;Username;13000;4.65866
Separate Chaining;Username;14000;4.41597
Linear Probing;Username;14000;7.53111
Quadratic Probing;Username;14000;7.58104
Double Hashing;Username;14000;9.13152
STL;Username;14000;4.93912
Separate Chaining;Username;15000;4.85005
Linear Probing;Username;15000;8.299
Quadratic Probing;Username;15000;8.13658
Double Hashing;Username;15000;9.85735
STL;Username;15000;5.38237
Separate Chaining;Username;16000;5.14556
Linear Probing;Username;16000;8.70724
Quadratic Probing;Username;16000;8.70095
Double Hashing;Username;16000;10.3945
STL;Username;16000;5.53187
Separate Chaining;Username;17000;5.42078
Linear Probing;Username;17000;9.49979
Quadratic Probing;Username;17000;9.44201
Double Hashing;Username;17000;11.3027
STL;Username;17000;6.83936
Separate Chaining;Username;18000;5.82518
Linear Probing;Username;18000;10.0869
Quadratic Probing;Username;18000;10.3448
Double Hashing;Username;18000;12.2038
STL;Username;18000;6.32727
Separate Chaining;Username;19000;6.73114
Linear Probing;Username;19000;12.1649
Quadratic Probing;Username;19000;11.8015
Double Hashing;Username;19000;13.4971
STL;Username;19000;6.76531
Separate Chaining;Username;20000;6.52969
Linear Probing;Username;20000;12.6306
Quadratic Probing;Username;20000;12.3492
Double Hashing;Username;20000;14.4021
STL;Username;20000;7.05941
Separate Chaining;Username;21070;6.91776
Linear Probing;Username;21070;13.7296
Quadratic Probing;Username;21070;13.6956
Double Hashing;Username;21070;16.2948
STL;Username;21070;7.39118
Separate Chaining;UserID;1000;0.199087
Linear Probing;UserID;1000;0.299525
Quadratic Probing;UserID;1000;0.269232
Double Hashing;UserID;1000;0.251869
STL;UserID;1000;0.348895
Separate Chaining;UserID;2000;0.379083
Linear Probing;UserID;2000;0.601052
Quadratic Probing;UserID;2000;0.557417
Double Hashing;UserID;2000;0.512526
STL;UserID;2000;0.756206
Separate Chaining;UserID;3000;0.55041
Linear Probing;UserID;3000;0.924149
Quadratic Probing;UserID;3000;0.85801
Double Hashing;UserID;3000;0.796918
STL;UserID;3000;1.15401
Separate Chaining;UserID;4000;0.714643
Linear Probing;UserID;4000;1.25376
Quadratic Probing;UserID;4000;1.31427
Double Hashing;UserID;4000;1.11688
STL;UserID;4000;1.39514
Separate Chaining;UserID;5000;0.890859
Linear Probing;UserID;5000;1.61348
Quadratic Probing;UserID;5000;1.6491
Double Hashing;UserID;5000;1.4688
STL;UserID;5000;1.80239
Separate Chaining;UserID;6000;1.11774
Linear Probing;UserID;6000;1.92421
Quadratic Probing;UserID;6000;1.94578
Double Hashing;UserID;6000;1.83448
STL;UserID;6000;2.62008
Separate Chaining;UserID;7000;1.21876
Linear Probing;UserID;7000;2.25959
Quadratic Probing;UserID;7000;2.25974
Double Hashing;UserID;7000;2.27121
STL;UserID;7000;2.5604
Separate Chaining;UserID;8000;1.49075
Linear Probing;UserID;8000;2.65015
Quadratic Probing;UserID;8000;2.70326
Double Hashing;UserID;8000;2.68315
STL;UserID;8000;2.98529
Separate Chaining;UserID;9000;1.60003
Linear Probing;UserID;9000;3.09292
Quadratic Probing;UserID;9000;3.07752
Double Hashing;UserID;9000;3.10139
STL;UserID;9000;3.2386
Separate Chaining;UserID;10000;1.82507
Linear Probing;UserID;10000;3.38653
Quadratic Probing;UserID;10000;3.4845
Double Hashing;UserID;10000;3.53676
STL;UserID;10000;3.65854
Separate Chaining;UserID;11000;1.93074
Linear Probing;UserID;11000;3.836
Quadratic Probing;UserID;11000;3.88548
Double Hashing;UserID;11000;3.86975
STL;UserID;11000;4.40458
Separate Chaining;UserID;12000;2.19095
Linear Probing;UserID;12000;4.12536
Quadratic Probing;UserID;12000;4.27435
Double Hashing;UserID;12000;4.20963
STL;UserID;12000;4.68768
Separate Chaining;UserID;13000;2.35794
Linear Probing;UserID;13000;4.56942
Quadratic Probing;UserID;13000;4.71506
Double Hashing;UserID;13000;4.81992
STL;UserID;13000;5.51537
Separate Chaining;UserID;14000;2.54212
Linear Probing;UserID;14000;4.95362
Quadratic Probing;UserID;14000;4.97143
Double Hashing;UserID;14000;5.08773
STL;UserID;14000;5.32462
Separate Chaining;UserID;15000;2.68567
Linear Probing;UserID;15000;5.39966
Quadratic Probing;UserID;15000;5.39572
Double Hashing;UserID;15000;5.43933
STL;UserID;15000;5.66335
Separate Chaining;UserID;16000;3.03481
Linear Probing;UserID;16000;6.30638
Quadratic Probing;UserID;16000;6.00684
Double Hashing;UserID;16000;5.94648
STL;UserID;16000;5.97218
Separate Chaining;UserID;17000;3.0457
Linear Probing;UserID;17000;6.36723
Quadratic Probing;UserID;17000;6.42853
Double Hashing;UserID;17000;6.41495
STL;UserID;17000;6.37001
Separate Chaining;UserID;18000;3.2887
Linear Probing;UserID;18000;7.11782
Quadratic Probing;UserID;18000;7.05728
Double Hashing;UserID;18000;7.07149
STL;UserID;18000;6.65884
Separate Chaining;UserID;19000;3.40156
Linear Probing;UserID;19000;7.57032
Quadratic Probing;UserID;19000;7.56214
Double Hashing;UserID;19000;7.56662
STL;UserID;19000;6.95268
Separate Chaining;UserID;20000;3.66806
Linear Probing;UserID;20000;8.55885
Quadratic Probing;UserID;20000;8.54957
Double Hashing;UserID;20000;8.58311
STL;UserID;20000;7.29154
Separate Chaining;UserID;21070;3.8756
Linear Probing;UserID;21070;9.85926
Quadratic Probing;UserID;21070;9.5778
Double Hashing;UserID;21070;9.63749
STL;UserID;21070;7.59907
Separate Chaining;Username;1000;0.333535
Linear Probing;Username;1000;0.45918
Quadratic Probing;Username;1000;0.435669
Double Hashing;Username;1000;0.522655
STL;Username;1000;0.326229
Separate Chaining;Username;2000;0.650404
Linear Probing;Username;2000;1.03484
Quadratic Probing;Username;2000;0.910471
Double Hashing;Username;2000;1.06977
STL;Username;2000;0.657005
Separate Chaining;Username;3000;0.960921
Linear Probing;Username;3000;1.4972
Quadratic Probing;Username;3000;1.44059
Double Hashing;Username;3000;1.63382
STL;Username;3000;1.04
Separate Chaining;Username;4000;1.24988
Linear Probing;Username;4000;2.01362
Quadratic Probing;Username;4000;1.85157
Double Hashing;Username;4000;2.26266
STL;Username;4000;1.31863
Separate Chaining;Username;5000;1.56421
Linear Probing;Username;5000;2.54845
Quadratic Probing;Username;5000;2.44216
Double Hashing;Username;5000;2.93653
STL;Username;5000;1.73001
Separate Chaining;Username;6000;1.8662
Linear Probing;Username;6000;3.07041
Quadratic Probing;Username;6000;3.06273
Double Hashing;Username;6000;3.57641
STL;Username;6000;2.14512
Separate Chaining;Username;7000;2.28258
Linear Probing;Username;7000;3.47668
Quadratic Probing;Username;7000;3.44275
Double Hashing;Username;7000;4.22685
STL;Username;7000;2.34357
Separate Chaining;Username;8000;2.50579
Linear Probing;Username;8000;4.00733
Quadratic Probing;Username;8000;4.02993
Double Hashing;Username;8000;4.80444
STL;Username;8000;2.7312
Separate Chaining;Username;9000;2.78072
Linear Probing;Username;9000;4.65114
Quadratic Probing;Username;9000;4.65546
Double Hashing;Username;9000;5.55373
STL;Username;9000;3.11691
Separate Chaining;Username;10000;3.16293
Linear Probing;Username;10000;5.13809
Quadratic Probing;Username;10000;5.07351
Double Hashing;Username;10000;6.21436
STL;Username;10000;3.40332
Separate Chaining;Username;11000;3.37661
Linear Probing;Username;11000;5.67852
Quadratic Probing;Username;11000;5.63415
Double Hashing;Username;11000;6.89716
STL;Username;11000;4.78584
Separate Chaining;Username;12000;3.92214
Linear Probing;Username;12000;6.40159
Quadratic Probing;Username;12000;6.42484
Double Hashing;Username;12000;7.74375
STL;Username;12000;4.34929
Separate Chaining;Username;13000;4.19698
Linear Probing;Username;13000;7.06088
Quadratic Probing;Username;13000;7.08174
Double Hashing;Username;13000;8.55487
STL;Username;13000;4.70618
Separate Chaining;Username;14000;4.57604
Linear Probing;Username;14000;7.57307
Quadratic Probing;Username;14000;7.56664
Double Hashing;Username;14000;9.2127
STL;Username;14000;5.06406
Separate Chaining;Username;15000;4.8968
Linear Probing;Username;15000;8.10767
Quadratic Probing;Username;15000;8.17565
Double Hashing;Username;15000;9.81937
STL;Username;15000;5.44077
Separate Chaining;Username;16000;5.19223
Linear Probing;Username;16000;8.79391
Quadratic Probing;Username;16000;8.90566
Double Hashing;Username;16000;10.5767
STL;Username;16000;5.71048
Separate Chaining;Username;17000;5.50256
Linear Probing;Username;17000;9.78767
Quadratic Probing;Username;17000;9.77027
Double Hashing;Username;17000;11.7889
STL;Username;17000;5.98011
Separate Chaining;Username;18000;5.80037
Linear Probing;Username;18000;10.7907
Quadratic Probing;Username;18000;10.3395
Double Hashing;Username;18000;12.1501
STL;Username;18000;6.2979
Separate Chaining;Username;19000;6.17759
Linear Probing;Username;19000;11.2997
Quadratic Probing;Username;19000;11.3639
Double Hashing;Username;19000;13.1986
STL;Username;19000;6.60236
Separate Chaining;Username;20000;6.48463
Linear Probing;Username;20000;12.4242
Quadratic Probing;Username;20000;12.5746
Double Hashing;Username;20000;14.8429
STL;Username;20000;7.14379
Separate Chaining;Username;21070;6.92963
Linear Probing;Username;21070;13.9473
Quadratic Probing;Username;21070;14.9578
Double Hashing;Username;21070;16.797
STL;Username;21070;7.39841
Separate Chaining;UserID;1000;0.204744
Linear Probing;UserID;1000;0.303678
Quadratic Probing;UserID;1000;0.279066
Double Hashing;UserID;1000;0.256921
STL;UserID;1000;0.419876
Separate Chaining;UserID;2000;0.450361
Linear Probing;UserID;2000;0.613805
Quadratic Probing;UserID;2000;0.580609
Double Hashing;UserID;2000;0.615595
STL;UserID;2000;0.713329
Separate Chaining;UserID;3000;0.55529
Linear Probing;UserID;3000;1.05508
Quadratic Probing;UserID;3000;0.880029
Double Hashing;UserID;3000;0.81471
STL;UserID;3000;1.11734
Separate Chaining;UserID;4000;0.743974
Linear Probing;UserID;4000;1.28042
Quadratic Probing;UserID;4000;1.20585
Double Hashing;UserID;4000;1.2194
STL;UserID;4000;1.42842
Separate Chaining;UserID;5000;0.920669
Linear Probing;UserID;5000;1.62609
Quadratic Probing;UserID;5000;1.63584
Double Hashing;UserID;5000;1.44528
STL;UserID;5000;1.76477
Separate Chaining;UserID;6000;1.0858
Linear Probing;UserID;6000;2.03122
Quadratic Probing;UserID;6000;1.89302
Double Hashing;UserID;6000;1.89575
STL;UserID;6000;2.28098
Separate Chaining;UserID;7000;1.34409
Linear Probing;UserID;7000;2.30352
Quadratic Probing;UserID;7000;2.35118
Double Hashing;UserID;7000;2.3152
STL;UserID;7000;2.58377
Separate Chaining;UserID;8000;1.49015
Linear Probing;UserID;8000;2.67401
Quadratic Probing;UserID;8000;2.69817
Double Hashing;UserID;8000;2.6585
STL;UserID;8000;2.94569
Separate Chaining;UserID;9000;1.60037
Linear Probing;UserID;9000;3.00097
Quadratic Probing;UserID;9000;3.10323
Double Hashing;UserID;9000;3.05613
STL;UserID;9000;3.22625
Separate Chaining;UserID;10000;1.75729
Linear Probing;UserID;10000;3.46261
Quadratic Probing;UserID;10000;3.50532
Double Hashing;UserID;10000;3.42135
STL;UserID;10000;3.61887
Separate Chaining;UserID;11000;2.02341
Linear Probing;UserID;11000;3.84811
Quadratic Probing;UserID;11000;3.90485
Double Hashing;UserID;11000;4.04514
STL;UserID;11000;4.3931
Separate Chaining;UserID;12000;2.18142
Linear Probing;UserID;12000;4.23039
Quadratic Probing;UserID;12000;4.26363
Double Hashing;UserID;12000;4.30916
STL;UserID;12000;4.72151
Separate Chaining;UserID;13000;2.37983
Linear Probing;UserID;13000;4.57266
Quadratic Probing;UserID;13000;4.53747
Double Hashing;UserID;13000;4.6535
STL;UserID;13000;5.01019
Separate Chaining;UserID;14000;2.58657
Linear Probing;UserID;14000;4.98089
Quadratic Probing;UserID;14000;5.03845
Double Hashing;UserID;14000;5.16747
STL;UserID;14000;5.25714
Separate Chaining;UserID;15000;2.63227
Linear Probing;UserID;15000;5.49773
Quadratic Probing;UserID;15000;5.58497
Double Hashing;UserID;15000;5.57005
STL;UserID;15000;5.68428
Separate Chaining;UserID;16000;2.78253
Linear Probing;UserID;16000;5.9566
Quadratic Probing;UserID;16000;5.8919
Double Hashing;UserID;16000;6.05252
STL;UserID;16000;5.88014
Separate Chaining;UserID;17000;3.09858
Linear Probing;UserID;17000;6.89951
Quadratic Probing;UserID;17000;6.51024
Double Hashing;UserID;17000;6.48912
STL;UserID;17000;6.32699
Separate Chaining;UserID;18000;3.305
Linear Probing;UserID;18000;6.97997
Quadratic Probing;UserID;18000;6.94289
