Tipo de Mapa;Clave;Número de Elementos;Tiempo
Double Hashing;UserID;18000;7.12946
STL;UserID;18000;6.75181
Separate Chaining;UserID;19000;3.49314
Linear Probing;UserID;19000;8.03119
Quadratic Probing;UserID;19000;8.19029
Double Hashing;UserID;19000;8.1731
STL;UserID;19000;7.18547
Separate Chaining;UserID;20000;3.6811
Linear Probing;UserID;20000;8.51486
Quadratic Probing;UserID;20000;8.33359
Double Hashing;UserID;20000;8.37035
STL;UserID;20000;7.32323
Separate Chaining;UserID;21070;3.91641
Linear Probing;UserID;21070;9.88866
Quadratic Probing;UserID;21070;9.64049
Double Hashing;UserID;21070;9.62218
STL;UserID;21070;7.75011
Separate Chaining;Username;1000;0.332372
Linear Probing;Username;1000;0.512776
Quadratic Probing;Username;1000;0.438569
Double Hashing;Username;1000;0.52768
STL;Username;1000;0.328061
Separate Chaining;Username;2000;0.70924
Linear Probing;Username;2000;0.992171
Quadratic Probing;Username;2000;0.907692
Double Hashing;Username;2000;1.11346
STL;Username;2000;0.679688
Separate Chaining;Username;3000;0.948855
Linear Probing;Username;3000;1.80988
Quadratic Probing;Username;3000;1.37981
Double Hashing;Username;3000;1.61039
STL;Username;3000;1.47238
Separate Chaining;Username;4000;1.3378
Linear Probing;Username;4000;1.92918
Quadratic Probing;Username;4000;1.93543
Double Hashing;Username;4000;2.25743
STL;Username;4000;1.42387
Separate Chaining;Username;5000;1.65164
Linear Probing;Username;5000;2.4319
Quadratic Probing;Username;5000;2.45252
Double Hashing;Username;5000;2.93709
STL;Username;5000;1.66487
Separate Chaining;Username;6000;1.97094
Linear Probing;Username;6000;2.91747
Quadratic Probing;Username;6000;2.96865
Double Hashing;Username;6000;3.55529
STL;Username;6000;2.08755
Separate Chaining;Username;7000;2.20444
Linear Probing;Username;7000;3.61863
Quadratic Probing;Username;7000;3.59163
Double Hashing;Username;7000;4.31691
STL;Username;7000;2.46122
Separate Chaining;Username;8000;2.60926
Linear Probing;Username;8000;4.11903
Quadratic Probing;Username;8000;4.08146
Double Hashing;Username;8000;4.93831
STL;Username;8000;2.8227
Separate Chaining;Username;9000;2.77416
Linear Probing;Username;9000;4.59304
Quadratic Probing;Username;9000;4.68792
Double Hashing;Username;9000;5.57286
STL;Username;9000;3.09153
Separate Chaining;Username;10000;3.12745
Linear Probing;Username;10000;5.13436
Quadratic Probing;Username;10000;5.03546
Double Hashing;Username;10000;6.10154
STL;Username;10000;3.51164
Separate Chaining;Username;11000;3.48911
Linear Probing;Username;11000;5.97269
Quadratic Probing;Username;11000;5.76463
Double Hashing;Username;11000;6.98163
STL;Username;11000;3.98875
Separate Chaining;Username;12000;4.18403
Linear Probing;Username;12000;6.19385
Quadratic Probing;Username;12000;6.18615
Double Hashing;Username;12000;7.67934
STL;Username;12000;4.27601
Separate Chaining;Username;13000;4.08329
Linear Probing;Username;13000;6.89944
Quadratic Probing;Username;13000;6.99573
Double Hashing;Username;13000;8.48424
STL;Username;13000;4.64071
Separate Chaining;Username;14000;4.46799
Linear Probing;Username;14000;7.45771
Quadratic Probing;Username;14000;7.35562
Double Hashing;Username;14000;8.96853
STL;Username;14000;4.91945
Separate Chaining;Username;15000;5.05294
Linear Probing;Username;15000;8.47855
Quadratic Probing;Username;15000;8.71079
Double Hashing;Username;15000;10.0006
STL;Username;15000;5.43778
Separate Chaining;Username;16000;5.16275
Linear Probing;Username;16000;8.80272
Quadratic Probing;Username;16000;8.82764
Double Hashing;Username;16000;10.5586
STL;Username;16000;5.68696
Separate Chaining;Username;17000;5.58266
Linear Probing;Username;17000;9.46919
Quadratic Probing;Username;17000;9.58321
Double Hashing;Username;17000;11.4219
STL;Username;17000;5.92595
Separate Chaining;Username;18000;5.83358
Linear Probing;Username;18000;10.3329
Quadratic Probing;Username;18000;10.4846
Double Hashing;Username;18000;12.5174
STL;Username;18000;6.30866
Separate Chaining;Username;19000;6.18419
Linear Probing;Username;19000;11.3
Quadratic Probing;Username;19000;11.1695
Double Hashing;Username;19000;13.6299
STL;Username;19000;6.70355
Separate Chaining;Username;20000;6.49597
Linear Probing;Username;20000;12.3399
Quadratic Probing;Username;20000;12.3707
Double Hashing;Username;20000;14.6237
STL;Username;20000;6.9552
Separate Chaining;Username;21070;6.81031
Linear Probing;Username;21070;14.0239
Quadratic Probing;Username;21070;13.7623
Double Hashing;Username;21070;16.1567
STL;Username;21070;7.40718
Separate Chaining;UserID;1000;0.198699
Linear Probing;UserID;1000;0.309714
Quadratic Probing;UserID;1000;0.282752
Double Hashing;UserID;1000;0.264428
STL;UserID;1000;0.409349
Separate Chaining;UserID;2000;0.377188
Linear Probing;UserID;2000;0.666637
Quadratic Probing;UserID;2000;0.560425
Double Hashing;UserID;2000;0.511013
STL;UserID;2000;0.697647
Separate Chaining;UserID;3000;0.541284
Linear Probing;UserID;3000;0.924123
Quadratic Probing;UserID;3000;0.927687
Double Hashing;UserID;3000;0.789249
STL;UserID;3000;1.0891
Separate Chaining;UserID;4000;0.804459
Linear Probing;UserID;4000;1.25724
Quadratic Probing;UserID;4000;1.20002
Double Hashing;UserID;4000;1.22822
STL;UserID;4000;1.39235
Separate Chaining;UserID;5000;0.968478
Linear Probing;UserID;5000;1.64965
Quadratic Probing;UserID;5000;1.54689
Double Hashing;UserID;5000;1.52385
STL;UserID;5000;1.75834
Separate Chaining;UserID;6000;1.0812
Linear Probing;UserID;6000;2.03093
Quadratic Probing;UserID;6000;1.91155
Double Hashing;UserID;6000;1.9225
STL;UserID;6000;2.27411
Separate Chaining;UserID;7000;1.26162
Linear Probing;UserID;7000;2.28325
Quadratic Probing;UserID;7000;2.33987
Double Hashing;UserID;7000;2.23224
STL;UserID;7000;2.63798
Separate Chaining;UserID;8000;1.43458
Linear Probing;UserID;8000;2.72412
Quadratic Probing;UserID;8000;2.69184
Double Hashing;UserID;8000;2.62889
STL;UserID;8000;2.9659
Separate Chaining;UserID;9000;1.63477
Linear Probing;UserID;9000;3.17144
Quadratic Probing;UserID;9000;3.31772
Double Hashing;UserID;9000;3.16065
STL;UserID;9000;3.31841
Separate Chaining;UserID;10000;1.76222
Linear Probing;UserID;10000;3.49244
Quadratic Probing;UserID;10000;3.51556
Double Hashing;UserID;10000;3.49595
STL;UserID;10000;3.65482
Separate Chaining;UserID;11000;1.94933
Linear Probing;UserID;11000;3.76188
Quadratic Probing;UserID;11000;3.76811
Double Hashing;UserID;11000;3.80381
STL;UserID;11000;4.371
Separate Chaining;UserID;12000;2.18274
Linear Probing;UserID;12000;4.18281
Quadratic Probing;UserID;12000;4.38114
Double Hashing;UserID;12000;4.3201
STL;UserID;12000;4.67639
Separate Chaining;UserID;13000;2.37294
Linear Probing;UserID;13000;4.49709
Quadratic Probing;UserID;13000;4.63311
Double Hashing;UserID;13000;4.71727
STL;UserID;13000;5.01924
Separate Chaining;UserID;14000;2.51833
Linear Probing;UserID;14000;4.8238
Quadratic Probing;UserID;14000;4.92373
Double Hashing;UserID;14000;4.9274
STL;UserID;14000;5.30688
Separate Chaining;UserID;15000;2.69433
Linear Probing;UserID;15000;5.29048
Quadratic Probing;UserID;15000;5.40694
Double Hashing;UserID;15000;5.40849
STL;UserID;15000;5.59176
Separate Chaining;UserID;16000;2.84586
Linear Probing;UserID;16000;5.80516
Quadratic Probing;UserID;16000;5.78552
Double Hashing;UserID;16000;5.85507
STL;UserID;16000;5.95227
Separate Chaining;UserID;17000;3.08157
Linear Probing;UserID;17000;6.43842
Quadratic Probing;UserID;17000;6.48542
Double Hashing;UserID;17000;6.59503
STL;UserID;17000;6.34064
Separate Chaining;UserID;18000;3.26467
Linear Probing;UserID;18000;6.97841
Quadratic Probing;UserID;18000;6.8455
Double Hashing;UserID;18000;6.89862
STL;UserID;18000;6.58942
Separate Chaining;UserID;19000;3.45191
Linear Probing;UserID;19000;7.67334
Quadratic Probing;UserID;19000;7.64474
Double Hashing;UserID;19000;7.57525
STL;UserID;19000;6.92738
Separate Chaining;UserID;20000;3.65511
Linear Probing;UserID;20000;8.43107
Quadratic Probing;UserID;20000;8.24042
Double Hashing;UserID;20000;8.30871
STL;UserID;20000;7.23298
Separate Chaining;UserID;21070;3.79384
Linear Probing;UserID;21070;9.72866
Quadratic Probing;UserID;21070;9.48865
Double Hashing;UserID;21070;9.37927
STL;UserID;21070;7.62971
Separate Chaining;Username;1000;0.336823
Linear Probing;Username;1000;0.480613
Quadratic Probing;Username;1000;0.44223
Double Hashing;Username;1000;0.523476
STL;Username;1000;0.327108
Separate Chaining;Username;2000;0.732803
Linear Probing;Username;2000;0.95929
Quadratic Probing;Username;2000;0.894508
Double Hashing;Username;2000;1.05413
STL;Username;2000;0.724721
Separate Chaining;Username;3000;1.0928
Linear Probing;Username;3000;1.56033
Quadratic Probing;Username;3000;1.54711
Double Hashing;Username;3000;1.80342
STL;Username;3000;1.06102
Separate Chaining;Username;4000;1.36667
Linear Probing;Username;4000;2.02843
Quadratic Probing;Username;4000;2.00876
Double Hashing;Username;4000;2.32343
STL;Username;4000;1.42656
Separate Chaining;Username;5000;1.63583
Linear Probing;Username;5000;2.51273
Quadratic Probing;Username;5000;2.438
Double Hashing;Username;5000;2.99008
STL;Username;5000;1.71959
Separate Chaining;Username;6000;1.962
Linear Probing;Username;6000;3.02374
Quadratic Probing;Username;6000;3.0142
Double Hashing;Username;6000;3.64457
STL;Username;6000;2.12862
Separate Chaining;Username;7000;2.392
Linear Probing;Username;7000;3.60712
Quadratic Probing;Username;7000;3.51126
Double Hashing;Username;7000;4.31665
STL;Username;7000;2.43463
Separate Chaining;Username;8000;2.51898
Linear Probing;Username;8000;4.06805
Quadratic Probing;Username;8000;4.07343
Double Hashing;Username;8000;4.97819
STL;Username;8000;2.70749
Separate Chaining;Username;9000;3.01687
Linear Probing;Username;9000;4.4799
Quadratic Probing;Username;9000;4.62169
Double Hashing;Username;9000;5.54995
STL;Username;9000;3.08429
Separate Chaining;Username;10000;3.15268
Linear Probing;Username;10000;5.18563
Quadratic Probing;Username;10000;5.20351
Double Hashing;Username;10000;6.39336
STL;Username;10000;3.3784
Separate Chaining;Username;11000;3.50334
Linear Probing;Username;11000;5.88765
Quadratic Probing;Username;11000;5.97807
Double Hashing;Username;11000;7.1398
STL;Username;11000;3.97907
Separate Chaining;Username;12000;3.87509
Linear Probing;Username;12000;6.29303
Quadratic Probing;Username;12000;6.32433
Double Hashing;Username;12000;7.73164
STL;Username;12000;4.34775
Separate Chaining;Username;13000;4.17713
Linear Probing;Username;13000;6.82455
Quadratic Probing;Username;13000;6.94574
Double Hashing;Username;13000;8.20854
STL;Username;13000;4.62119
Separate Chaining;Username;14000;4.41286
Linear Probing;Username;14000;7.42258
Quadratic Probing;Username;14000;7.48038
Double Hashing;Username;14000;8.99158
STL;Username;14000;4.87907
Separate Chaining;Username;15000;4.81243
Linear Probing;Username;15000;8.1612
Quadratic Probing;Username;15000;8.34593
Double Hashing;Username;15000;10.0218
STL;Username;15000;5.46663
Separate Chaining;Username;16000;5.26351
Linear Probing;Username;16000;8.82556
Quadratic Probing;Username;16000;8.85166
Double Hashing;Username;16000;10.4817
STL;Username;16000;5.58095
Separate Chaining;Username;17000;5.44402
Linear Probing;Username;17000;9.53772
Quadratic Probing;Username;17000;9.49663
Double Hashing;Username;17000;11.4315
STL;Username;17000;5.91561
Separate Chaining;Username;18000;6.40591
Linear Probing;Username;18000;10.7949
Quadratic Probing;Username;18000;10.6019
Double Hashing;Username;18000;12.3913
STL;Username;18000;6.42226
Separate Chaining;Username;19000;6.23491
Linear Probing;Username;19000;11.195
Quadratic Probing;Username;19000;11.1958
Double Hashing;Username;19000;13.3563
STL;Username;19000;6.6098
Separate Chaining;Username;20000;6.567
Linear Probing;Username;20000;12.4754
Quadratic Probing;Username;20000;12.3959
Double Hashing;Username;20000;14.316
STL;Username;20000;6.92505
Separate Chaining;Username;21070;6.88973
Linear Probing;Username;21070;14.0419
Quadratic Probing;Username;21070;13.8287
Double Hashing;Username;21070;16.2388
STL;Username;21070;7.40571
Separate Chaining;UserID;1000;0.194632
Linear Probing;UserID;1000;0.299605
Quadratic Probing;UserID;1000;0.271552
Double Hashing;UserID;1000;0.250413
STL;UserID;1000;0.377109
Separate Chaining;UserID;2000;0.377309
Linear Probing;UserID;2000;0.667077
Quadratic Probing;UserID;2000;0.564978
Double Hashing;UserID;2000;0.512859
STL;UserID;2000;0.698255
Separate Chaining;UserID;3000;0.538667
Linear Probing;UserID;3000;0.943605
Quadratic Probing;UserID;3000;0.935817
Double Hashing;UserID;3000;0.819187
STL;UserID;3000;1.08739
Separate Chaining;UserID;4000;0.707534
Linear Probing;UserID;4000;1.32078
Quadratic Probing;UserID;4000;1.17532
Double Hashing;UserID;4000;1.08824
STL;UserID;4000;1.47436
Separate Chaining;UserID;5000;0.891446
Linear Probing;UserID;5000;1.69351
Quadratic Probing;UserID;5000;1.55736
Double Hashing;UserID;5000;1.52025
STL;UserID;5000;1.75861
Separate Chaining;UserID;6000;1.07878
Linear Probing;UserID;6000;1.94446
Quadratic Probing;UserID;6000;1.98106
Double Hashing;UserID;6000;1.82076
STL;UserID;6000;2.48673
Separate Chaining;UserID;7000;1.25472
Linear Probing;UserID;7000;2.37576
Quadratic Probing;UserID;7000;2.31383
Double Hashing;UserID;7000;2.28835
STL;UserID;7000;2.65686
Separate Chaining;UserID;8000;1.44598
Linear Probing;UserID;8000;2.73151
Quadratic Probing;UserID;8000;2.69525
Double Hashing;UserID;8000;2.60865
STL;UserID;8000;2.959
Separate Chaining;UserID;9000;1.62858
Linear Probing;UserID;9000;2.94809
Quadratic Probing;UserID;9000;2.99315
Double Hashing;UserID;9000;3.05209
STL;UserID;9000;3.32571
Separate Chaining;UserID;10000;1.76946
Linear Probing;UserID;10000;3.39954
Quadratic Probing;UserID;10000;3.28661
Double Hashing;UserID;10000;3.45474
STL;UserID;10000;3.62101
Separate Chaining;UserID;11000;1.90159
Linear Probing;UserID;11000;4.09202
Quadratic Probing;UserID;11000;3.90068
Double Hashing;UserID;11000;3.80605
STL;UserID;11000;4.36307
Separate Chaining;UserID;12000;2.19818
Linear Probing;UserID;12000;4.13632
Quadratic Probing;UserID;12000;4.16214
Double Hashing;UserID;12000;4.26245
STL;UserID;12000;4.67679
Separate Chaining;UserID;13000;2.39297
Linear Probing;UserID;13000;4.55327
Quadratic Probing;UserID;13000;4.58597
Double Hashing;UserID;13000;4.64788
STL;UserID;13000;5.1023
Separate Chaining;UserID;14000;2.5313
Linear Probing;UserID;14000;5.96504
Quadratic Probing;UserID;14000;5.27318
Double Hashing;UserID;14000;5.29824
STL;UserID;14000;5.5282
Separate Chaining;UserID;15000;2.74399
Linear Probing;UserID;15000;5.4466
Quadratic Probing;UserID;15000;5.59811
Double Hashing;UserID;15000;5.73902
STL;UserID;15000;5.66916
Separate Chaining;UserID;16000;2.90966
Linear Probing;UserID;16000;5.96079
Quadratic Probing;UserID;16000;6.08864
Double Hashing;UserID;16000;6.10446
STL;UserID;16000;6.07991
Separate Chaining;UserID;17000;3.10733
Linear Probing;UserID;17000;6.61602
Quadratic Probing;UserID;17000;6.51132
Double Hashing;UserID;17000;6.70251
STL;UserID;17000;6.32598
Separate Chaining;UserID;18000;3.29382
Linear Probing;UserID;18000;6.87026
Quadratic Probing;UserID;18000;6.96235
Double Hashing;UserID;18000;6.96317
STL;UserID;18000;6.66862
Separate Chaining;UserID;19000;3.44222
Linear Probing;UserID;19000;7.57155
Quadratic Probing;UserID;19000;7.67458
Double Hashing;UserID;19000;7.53192
STL;UserID;19000;6.98546
Separate Chaining;UserID;20000;3.58726
Linear Probing;UserID;20000;8.53641
Quadratic Probing;UserID;20000;8.53159
Double Hashing;UserID;20000;8.58813
STL;UserID;20000;7.28985
Separate Chaining;UserID;21070;3.8253
Linear Probing;UserID;21070;9.84557
Quadratic Probing;UserID;21070;9.57278
Double Hashing;UserID;21070;9.45608
STL;UserID;21070;7.67219
Separate Chaining;Username;1000;0.328988
Linear Probing;Username;1000;0.494224
Quadratic Probing;Username;1000;0.44304
Double Hashing;Username;1000;0.521489
STL;Username;1000;0.329147
Separate Chaining;Username;2000;0.756425
Linear Probing;Username;2000;0.990845
Quadratic Probing;Username;2000;0.912965
Double Hashing;Username;2000;1.08762
STL;Username;2000;0.731392
Separate Chaining;Username;3000;0.973504
Linear Probing;Username;3000;1.54741
Quadratic Probing;Username;3000;1.40411
Double Hashing;Username;3000;1.65097
STL;Username;3000;1.11184
Separate Chaining;Username;4000;1.36858
Linear Probing;Username;4000;1.9935
Quadratic Probing;Username;4000;1.97958
Double Hashing;Username;4000;2.27007
STL;Username;4000;1.42728
Separate Chaining;Username;5000;1.66604
Linear Probing;Username;5000;2.56399
Quadratic Probing;Username;5000;2.49973
Double Hashing;Username;5000;2.97579
STL;Username;5000;1.6701
Separate Chaining;Username;6000;1.89111
Linear Probing;Username;6000;3.01815
Quadratic Probing;Username;6000;3.00667
Double Hashing;Username;6000;3.60577
STL;Username;6000;2.08393
Separate Chaining;Username;7000;2.2128
Linear Probing;Username;7000;3.62172
Quadratic Probing;Username;7000;3.65996
Double Hashing;Username;7000;4.33278
STL;Username;7000;2.4304
Separate Chaining;Username;8000;2.60241
Linear Probing;Username;8000;4.15285
Quadratic Probing;Username;8000;4.12635
Double Hashing;Username;8000;5.00855
STL;Username;8000;2.81484
Separate Chaining;Username;9000;2.87539
Linear Probing;Username;9000;4.55043
Quadratic Probing;Username;9000;4.61625
Double Hashing;Username;9000;5.5843
STL;Username;9000;3.13426
Separate Chaining;Username;10000;3.66912
Linear Probing;Username;10000;5.1948
Quadratic Probing;Username;10000;5.27022
Double Hashing;Username;10000;6.33418
STL;Username;10000;3.44584
Separate Chaining;Username;11000;3.52946
Linear Probing;Username;11000;5.84098
Quadratic Probing;Username;11000;5.86571
Double Hashing;Username;11000;6.94927
STL;Username;11000;3.98852
Separate Chaining;Username;12000;3.81122
Linear Probing;Username;12000;6.15537
Quadratic Probing;Username;12000;6.25235
Double Hashing;Username;12000;7.60005
STL;Username;12000;4.22479
Separate Chaining;Username;13000;4.57825
Linear Probing;Username;13000;7.15951
Quadratic Probing;Username;13000;7.20289
Double Hashing;Username;13000;8.62989
STL;Username;13000;4.55228
